,code,name,block_name,weight,date
0,szse.000001,平安银行,payh,0.006979999999999999,2015-12-31
1,szse.000002,万科A,wka,0.01929,2015-12-31
2,szse.000009,中国宝安,zgba,0.00233,2015-12-31
3,szse.000027,深圳能源,szny,0.0011899999999999999,2015-12-31
4,szse.000039,中集集团,zjjt,0.00158,2015-12-31
5,szse.000046,*ST泛海,*stfh,0.0017499999999999998,2015-12-31
6,szse.000060,中金岭南,zjln,0.0019,2015-12-31
7,szse.000061,农产品,ncp,0.00153,2015-12-31
8,szse.000063,中兴通讯,zxtx,0.00447,2015-12-31
9,szse.000069,华侨城A,hqca,0.00329,2015-12-31
10,szse.000100,TCL科技,tclkj,0.0037,2015-12-31
11,szse.000156,华数传媒,hscm,0.00043,2015-12-31
12,szse.000157,中联重科,zlzk,0.0023899999999999998,2015-12-31
13,szse.000166,申万宏源,swhy,0.00486,2015-12-31
14,szse.000333,美的集团,mdjt,0.00712,2015-12-31
15,szse.000338,潍柴动力,wcdl,0.0023799999999999997,2015-12-31
16,szse.000400,许继电气,xjdq,0.0012,2015-12-31
17,szse.000402,金融街,jrj,0.0017499999999999998,2015-12-31
18,szse.000413,ST旭电,stxd,0.00166,2015-12-31
19,szse.000415,渤海租赁,bhzl,0.0016300000000000002,2015-12-31
20,szse.000423,东阿阿胶,deej,0.0027800000000000004,2015-12-31
21,szse.000425,徐工机械,xgjx,0.00184,2015-12-31
22,szse.000503,国新健康,gxjk,0.00245,2015-12-31
23,szse.000538,云南白药,ynby,0.00385,2015-12-31
24,szse.000539,粤电力A,ydla,0.00067,2015-12-31
25,szse.000540,*ST中天,*stzt,0.0016,2015-12-31
26,szse.000559,万向钱潮,wxqc,0.00264,2015-12-31
27,szse.000568,泸州老窖,lzlj,0.00194,2015-12-31
28,szse.000581,威孚高科,wfgk,0.00126,2015-12-31
29,szse.000598,兴蓉环境,xrhj,0.0013,2015-12-31
30,szse.000623,吉林敖东,jlad,0.0022500000000000003,2015-12-31
31,szse.000625,长安汽车,caqc,0.0039000000000000003,2015-12-31
32,szse.000629,钒钛股份,ftgf,0.0016,2015-12-31
33,szse.000630,铜陵有色,tlys,0.0013900000000000002,2015-12-31
34,szse.000651,格力电器,gldq,0.01095,2015-12-31
35,szse.000686,东北证券,dbzq,0.00209,2015-12-31
36,szse.000709,河钢股份,hggf,0.0014399999999999999,2015-12-31
37,szse.000712,锦龙股份,jlgf,0.00133,2015-12-31
38,szse.000725,京东方A,jdfa,0.00718,2015-12-31
39,szse.000728,国元证券,gyzq,0.00271,2015-12-31
40,szse.000729,燕京啤酒,yjpj,0.0011799999999999998,2015-12-31
41,szse.000738,航发控制,hfkz,0.00147,2015-12-31
42,szse.000750,国海证券,ghzq,0.00184,2015-12-31
43,szse.000768,中航西飞,zhxf,0.0027900000000000004,2015-12-31
44,szse.000776,广发证券,gfzq,0.00586,2015-12-31
45,szse.000778,新兴铸管,xxzg,0.0014399999999999999,2015-12-31
46,szse.000783,长江证券,cjzq,0.0042,2015-12-31
47,szse.000792,盐湖股份,yhgf,0.00194,2015-12-31
48,szse.000793,华闻集团,hwjt,0.00251,2015-12-31
49,szse.000800,一汽解放,yqjf,0.00136,2015-12-31
50,szse.000825,太钢不锈,tgbx,0.00095,2015-12-31
51,szse.000826,启迪环境,qdhj,0.0020499999999999997,2015-12-31
52,szse.000831,中国稀土,zgxt,0.00145,2015-12-31
53,szse.000858,五粮液,wly,0.00527,2015-12-31
54,szse.000876,新希望,xxw,0.00201,2015-12-31
55,szse.000883,湖北能源,hbny,0.00134,2015-12-31
56,szse.000895,双汇发展,shfz,0.0020599999999999998,2015-12-31
57,szse.000898,鞍钢股份,aggf,0.0009,2015-12-31
58,szse.000917,电广传媒,dgcm,0.00307,2015-12-31
59,szse.000937,冀中能源,jzny,0.00054,2015-12-31
60,szse.000963,华东医药,hdyy,0.00181,2015-12-31
61,szse.000983,山西焦煤,sxjm,0.00097,2015-12-31
62,szse.000999,华润三九,hrsj,0.00109,2015-12-31
63,szse.001979,招商蛇口,zssk,0.00471,2015-12-31
64,szse.002007,华兰生物,hlsw,0.0013,2015-12-31
65,szse.002008,大族激光,dzjg,0.00223,2015-12-31
66,szse.002024,ST易购,styg,0.006059999999999999,2015-12-31
67,szse.002038,双鹭药业,slyy,0.0014000000000000002,2015-12-31
68,szse.002065,东华软件,dhrj,0.002,2015-12-31
69,szse.002081,金螳螂,jtl,0.00168,2015-12-31
70,szse.002129,TCL中环,tclzh,0.00164,2015-12-31
71,szse.002142,宁波银行,nbyh,0.00308,2015-12-31
72,szse.002146,荣盛发展,rsfz,0.00127,2015-12-31
73,szse.002153,石基信息,sjxx,0.00164,2015-12-31
74,szse.002195,岩山科技,yskj,0.00098,2015-12-31
75,szse.002202,金风科技,jfkj,0.00363,2015-12-31
76,szse.002230,科大讯飞,kdxf,0.0033900000000000002,2015-12-31
77,szse.002236,大华股份,dhgf,0.00261,2015-12-31
78,szse.002241,歌尔股份,gegf,0.00322,2015-12-31
79,szse.002252,上海莱士,shls,0.00223,2015-12-31
80,szse.002292,奥飞娱乐,afyl,0.00266,2015-12-31
81,szse.002294,信立泰,xlt,0.00096,2015-12-31
82,szse.002304,洋河股份,yhgf,0.0042,2015-12-31
83,szse.002353,杰瑞股份,jrgf,0.00124,2015-12-31
84,szse.002375,亚厦股份,ysgf,0.00107,2015-12-31
85,szse.002385,大北农,dbn,0.0020399999999999997,2015-12-31
86,szse.002399,海普瑞,hpr,0.00086,2015-12-31
87,szse.002410,广联达,gld,0.00125,2015-12-31
88,szse.002415,海康威视,hkws,0.0042699999999999995,2015-12-31
89,szse.002422,科伦药业,klyy,0.00164,2015-12-31
90,szse.002450,康得退,kdt,0.00499,2015-12-31
91,szse.002456,欧菲光,ofg,0.00228,2015-12-31
92,szse.002465,海格通信,hgtx,0.00292,2015-12-31
93,szse.002470,金正大,jzd,0.0012900000000000001,2015-12-31
94,szse.002475,立讯精密,lxjm,0.0016200000000000001,2015-12-31
95,szse.002500,山西证券,sxzq,0.0019500000000000001,2015-12-31
96,szse.002594,比亚迪,byd,0.00409,2015-12-31
97,szse.002673,西部证券,xbzq,0.00375,2015-12-31
98,szse.002736,国信证券,gxzq,0.00247,2015-12-31
99,szse.002739,万达电影,wddy,0.0015,2015-12-31
100,szse.300002,神州泰岳,szty,0.00159,2015-12-31
101,szse.300003,乐普医疗,lpyl,0.00191,2015-12-31
102,szse.300015,爱尔眼科,aeyk,0.00126,2015-12-31
103,szse.300017,网宿科技,wskj,0.00298,2015-12-31
104,szse.300024,机器人,jqr,0.0034599999999999995,2015-12-31
105,szse.300027,华谊兄弟,hyxd,0.0040999999999999995,2015-12-31
106,szse.300058,蓝色光标,lsgb,0.00232,2015-12-31
107,szse.300059,东方财富,dfcf,0.005889999999999999,2015-12-31
108,szse.300070,碧水源,bsy,0.0032400000000000003,2015-12-31
109,szse.300104,乐视退,lst,0.005540000000000001,2015-12-31
110,szse.300124,汇川技术,hcjs,0.00228,2015-12-31
111,szse.300133,华策影视,hcys,0.00132,2015-12-31
112,szse.300144,宋城演艺,scyy,0.00165,2015-12-31
113,szse.300146,汤臣倍健,tcbj,0.00114,2015-12-31
114,szse.300251,光线传媒,gxcm,0.00136,2015-12-31
115,szse.300315,掌趣科技,zqkj,0.00227,2015-12-31
116,sse.600000,浦发银行,pfyh,0.01734,2015-12-31
