,code,name,block_name,weight,date
0,szse.000001,平安银行,payh,0.00524,2023-12-29
1,szse.000002,万科A,wka,0.0040999999999999995,2023-12-29
2,szse.000063,中兴通讯,zxtx,0.00486,2023-12-29
3,szse.000069,华侨城A,hqca,0.0008799999999999999,2023-12-29
4,szse.000100,TCL科技,tclkj,0.0046500000000000005,2023-12-29
5,szse.000157,中联重科,zlzk,0.00187,2023-12-29
6,szse.000166,申万宏源,swhy,0.0023,2023-12-29
7,szse.000301,东方盛虹,dfsh,0.00146,2023-12-29
8,szse.000333,美的集团,mdjt,0.01546,2023-12-29
9,szse.000338,潍柴动力,wcdl,0.00426,2023-12-29
10,szse.000408,藏格矿业,zgky,0.00115,2023-12-29
11,szse.000425,徐工机械,xgjx,0.00223,2023-12-29
12,szse.000538,云南白药,ynby,0.00254,2023-12-29
13,szse.000568,泸州老窖,lzlj,0.0076,2023-12-29
14,szse.000596,古井贡酒,gjgj,0.00219,2023-12-29
15,szse.000617,中油资本,zyzb,0.00079,2023-12-29
16,szse.000625,长安汽车,caqc,0.00481,2023-12-29
17,szse.000651,格力电器,gldq,0.00834,2023-12-29
18,szse.000661,长春高新,ccgx,0.00272,2023-12-29
19,szse.000708,中信特钢,zxtg,0.00082,2023-12-29
20,szse.000725,京东方A,jdfa,0.008409999999999999,2023-12-29
21,szse.000733,振华科技,zhkj,0.00131,2023-12-29
22,szse.000768,中航西飞,zhxf,0.00179,2023-12-29
23,szse.000776,广发证券,gfzq,0.00243,2023-12-29
24,szse.000786,北新建材,bxjc,0.00136,2023-12-29
25,szse.000792,盐湖股份,yhgf,0.00499,2023-12-29
26,szse.000800,一汽解放,yqjf,0.00045,2023-12-29
27,szse.000858,五粮液,wly,0.01567,2023-12-29
28,szse.000876,新希望,xxw,0.00122,2023-12-29
29,szse.000877,天山股份,tsgf,0.00067,2023-12-29
30,szse.000895,双汇发展,shfz,0.0016,2023-12-29
31,szse.000938,紫光股份,zggf,0.00255,2023-12-29
32,szse.000963,华东医药,hdyy,0.00209,2023-12-29
33,szse.000977,浪潮信息,lcxx,0.00197,2023-12-29
34,szse.000983,山西焦煤,sxjm,0.0012900000000000001,2023-12-29
35,szse.000999,华润三九,hrsj,0.00113,2023-12-29
36,szse.001289,龙源电力,lydl,0.00017,2023-12-29
37,szse.001979,招商蛇口,zssk,0.00199,2023-12-29
38,szse.002001,新和成,xhc,0.00151,2023-12-29
39,szse.002007,华兰生物,hlsw,0.0014000000000000002,2023-12-29
40,szse.002027,分众传媒,fzcm,0.00368,2023-12-29
41,szse.002049,紫光国微,zggw,0.00264,2023-12-29
42,szse.002050,三花智控,shzk,0.00379,2023-12-29
43,szse.002074,国轩高科,gxgk,0.00132,2023-12-29
44,szse.002129,TCL中环,tclzh,0.00291,2023-12-29
45,szse.002142,宁波银行,nbyh,0.00459,2023-12-29
46,szse.002179,中航光电,zhgd,0.0023799999999999997,2023-12-29
47,szse.002180,纳思达,nsd,0.0012900000000000001,2023-12-29
48,szse.002202,金风科技,jfkj,0.00127,2023-12-29
49,szse.002230,科大讯飞,kdxf,0.0049499999999999995,2023-12-29
50,szse.002236,大华股份,dhgf,0.0021,2023-12-29
51,szse.002241,歌尔股份,gegf,0.0029,2023-12-29
52,szse.002252,上海莱士,shls,0.00245,2023-12-29
53,szse.002271,东方雨虹,dfyh,0.00223,2023-12-29
54,szse.002304,洋河股份,yhgf,0.00381,2023-12-29
55,szse.002311,海大集团,hdjt,0.00215,2023-12-29
56,szse.002352,顺丰控股,sfkg,0.00569,2023-12-29
57,szse.002371,北方华创,bfhc,0.00375,2023-12-29
58,szse.002410,广联达,gld,0.00131,2023-12-29
59,szse.002415,海康威视,hkws,0.00746,2023-12-29
60,szse.002459,晶澳科技,jakj,0.00198,2023-12-29
61,szse.002460,赣锋锂业,gfly,0.0027800000000000004,2023-12-29
62,szse.002466,天齐锂业,tqly,0.00332,2023-12-29
63,szse.002475,立讯精密,lxjm,0.00992,2023-12-29
64,szse.002493,荣盛石化,rssh,0.00181,2023-12-29
65,szse.002555,三七互娱,sqhy,0.00168,2023-12-29
66,szse.002594,比亚迪,byd,0.010329999999999999,2023-12-29
67,szse.002601,龙佰集团,lbjt,0.00165,2023-12-29
68,szse.002603,以岭药业,ylyy,0.00111,2023-12-29
69,szse.002648,卫星化学,wxhx,0.0014299999999999998,2023-12-29
70,szse.002709,天赐材料,tccl,0.00167,2023-12-29
71,szse.002714,牧原股份,mygf,0.0064800000000000005,2023-12-29
72,szse.002736,国信证券,gxzq,0.0014199999999999998,2023-12-29
73,szse.002812,恩捷股份,ejgf,0.00192,2023-12-29
74,szse.002821,凯莱英,kly,0.0016,2023-12-29
75,szse.002841,视源股份,sygf,0.00111,2023-12-29
76,szse.002916,深南电路,sndl,0.00084,2023-12-29
77,szse.002920,德赛西威,dsxw,0.00207,2023-12-29
78,szse.002938,鹏鼎控股,pdkg,0.00089,2023-12-29
79,szse.003816,中国广核,zggh,0.0014099999999999998,2023-12-29
80,szse.300014,亿纬锂能,ywln,0.00298,2023-12-29
81,szse.300015,爱尔眼科,aeyk,0.00425,2023-12-29
82,szse.300033,同花顺,ths,0.00194,2023-12-29
83,szse.300059,东方财富,dfcf,0.010249999999999999,2023-12-29
84,szse.300122,智飞生物,zfsw,0.00422,2023-12-29
85,szse.300124,汇川技术,hcjs,0.00776,2023-12-29
86,szse.300142,沃森生物,wssw,0.00217,2023-12-29
87,szse.300223,北京君正,bjjz,0.00108,2023-12-29
88,szse.300274,阳光电源,ygdy,0.00524,2023-12-29
89,szse.300308,中际旭创,zjxc,0.00417,2023-12-29
90,szse.300316,晶盛机电,jsjd,0.00166,2023-12-29
91,szse.300347,泰格医药,tgyy,0.00166,2023-12-29
92,szse.300408,三环集团,shjt,0.00227,2023-12-29
93,szse.300413,芒果超媒,mgcm,0.00109,2023-12-29
94,szse.300433,蓝思科技,lskj,0.00151,2023-12-29
95,szse.300450,先导智能,xdzn,0.0016200000000000001,2023-12-29
96,szse.300454,深信服,sxf,0.00104,2023-12-29
97,szse.300496,中科创达,zkcd,0.0017000000000000001,2023-12-29
98,szse.300498,温氏股份,wsgf,0.00614,2023-12-29
