,code,name,block_name,weight,date
0,szse.000001,平安银行,payh,0.01158,2019-12-31
1,szse.000002,万科A,wka,0.01362,2019-12-31
2,szse.000063,中兴通讯,zxtx,0.00611,2019-12-31
3,szse.000069,华侨城A,hqca,0.00232,2019-12-31
4,szse.000100,TCL科技,tclkj,0.00439,2019-12-31
5,szse.000157,中联重科,zlzk,0.00251,2019-12-31
6,szse.000166,申万宏源,swhy,0.00335,2019-12-31
7,szse.000333,美的集团,mdjt,0.02052,2019-12-31
8,szse.000338,潍柴动力,wcdl,0.005520000000000001,2019-12-31
9,szse.000413,ST旭电,stxd,0.00107,2019-12-31
10,szse.000415,渤海租赁,bhzl,0.0005099999999999999,2019-12-31
11,szse.000423,东阿阿胶,deej,0.00117,2019-12-31
12,szse.000425,徐工机械,xgjx,0.0018599999999999999,2019-12-31
13,szse.000538,云南白药,ynby,0.00331,2019-12-31
14,szse.000568,泸州老窖,lzlj,0.0046,2019-12-31
15,szse.000596,古井贡酒,gjgj,0.00113,2019-12-31
16,szse.000625,长安汽车,caqc,0.0014199999999999998,2019-12-31
17,szse.000627,天茂集团,tmjt,0.00101,2019-12-31
18,szse.000629,钒钛股份,ftgf,0.00091,2019-12-31
19,szse.000630,铜陵有色,tlys,0.00107,2019-12-31
20,szse.000651,格力电器,gldq,0.02289,2019-12-31
21,szse.000656,*ST金科,*stjk,0.0011899999999999999,2019-12-31
22,szse.000661,长春高新,ccgx,0.00454,2019-12-31
23,szse.000671,ST阳光城,stygc,0.001,2019-12-31
24,szse.000703,恒逸石化,hysh,0.00115,2019-12-31
25,szse.000709,河钢股份,hggf,0.00079,2019-12-31
26,szse.000723,美锦能源,mjny,0.00084,2019-12-31
27,szse.000725,京东方A,jdfa,0.00781,2019-12-31
28,szse.000728,国元证券,gyzq,0.00136,2019-12-31
29,szse.000768,中航西飞,zhxf,0.00164,2019-12-31
30,szse.000776,广发证券,gfzq,0.0032600000000000003,2019-12-31
31,szse.000783,长江证券,cjzq,0.002,2019-12-31
32,szse.000786,北新建材,bxjc,0.00156,2019-12-31
33,szse.000858,五粮液,wly,0.01872,2019-12-31
34,szse.000876,新希望,xxw,0.0030499999999999998,2019-12-31
35,szse.000895,双汇发展,shfz,0.0021,2019-12-31
36,szse.000898,鞍钢股份,aggf,0.00058,2019-12-31
37,szse.000938,紫光股份,zggf,0.00187,2019-12-31
38,szse.000961,ST中南,stzn,0.0014199999999999998,2019-12-31
39,szse.000963,华东医药,hdyy,0.00155,2019-12-31
40,szse.001979,招商蛇口,zssk,0.00456,2019-12-31
41,szse.002001,新和成,xhc,0.00218,2019-12-31
42,szse.002007,华兰生物,hlsw,0.00215,2019-12-31
43,szse.002008,大族激光,dzjg,0.00248,2019-12-31
44,szse.002010,传化智联,chzl,0.00066,2019-12-31
45,szse.002024,ST易购,styg,0.0027300000000000002,2019-12-31
46,szse.002027,分众传媒,fzcm,0.0046700000000000005,2019-12-31
47,szse.002032,苏泊尔,sbe,0.00091,2019-12-31
48,szse.002044,美年健康,mnjk,0.00296,2019-12-31
49,szse.002050,三花智控,shzk,0.0017399999999999998,2019-12-31
50,szse.002081,金螳螂,jtl,0.0010299999999999999,2019-12-31
51,szse.002120,韵达股份,ydgf,0.00161,2019-12-31
52,szse.002142,宁波银行,nbyh,0.00575,2019-12-31
53,szse.002146,荣盛发展,rsfz,0.00124,2019-12-31
54,szse.002153,石基信息,sjxx,0.00091,2019-12-31
55,szse.002179,中航光电,zhgd,0.0015199999999999999,2019-12-31
56,szse.002202,金风科技,jfkj,0.0023899999999999998,2019-12-31
57,szse.002230,科大讯飞,kdxf,0.00385,2019-12-31
58,szse.002236,大华股份,dhgf,0.0026,2019-12-31
59,szse.002241,歌尔股份,gegf,0.00328,2019-12-31
60,szse.002252,上海莱士,shls,0.00107,2019-12-31
61,szse.002271,东方雨虹,dfyh,0.0017000000000000001,2019-12-31
62,szse.002294,信立泰,xlt,0.00061,2019-12-31
63,szse.002304,洋河股份,yhgf,0.00483,2019-12-31
64,szse.002311,海大集团,hdjt,0.0020599999999999998,2019-12-31
65,szse.002352,顺丰控股,sfkg,0.0023799999999999997,2019-12-31
66,szse.002410,广联达,gld,0.00167,2019-12-31
67,szse.002411,必康退,bkt,0.0006900000000000001,2019-12-31
68,szse.002415,海康威视,hkws,0.00888,2019-12-31
69,szse.002422,科伦药业,klyy,0.00147,2019-12-31
70,szse.002456,欧菲光,ofg,0.00215,2019-12-31
71,szse.002460,赣锋锂业,gfly,0.00193,2019-12-31
72,szse.002466,天齐锂业,tqly,0.0019500000000000001,2019-12-31
73,szse.002468,申通快递,stkd,0.00043,2019-12-31
74,szse.002475,立讯精密,lxjm,0.0085,2019-12-31
75,szse.002493,荣盛石化,rssh,0.0017000000000000001,2019-12-31
76,szse.002508,老板电器,lbdq,0.00116,2019-12-31
77,szse.002555,三七互娱,sqhy,0.0020599999999999998,2019-12-31
